  Frame #         RMSD         rGyr      intraHB        MolSA         SASA          PSA
      354        1.238        4.826            0      317.038      375.807      104.976
      355        1.183        4.786            0      317.653      370.283      104.083
      356        1.269        4.812            0      319.672      361.039      111.796
      357        1.202        4.799            0      315.361      350.332      107.805
      358        1.228        4.850            0      318.612      353.760      106.130
      359        1.185        4.757            0      318.586      359.577      107.043
      360        1.179        4.755            0      317.174      371.916      110.241
      361        1.082        4.803            0      317.973      370.240      107.934
      362        1.254        4.812            0      319.484      383.991      107.395
      363        1.242        4.767            0      314.796      356.083      104.063
      364        1.218        4.811            0      319.124      377.482      108.288
      365        1.217        4.876            0      318.019      363.188      105.011
      366        1.177        4.818            0      318.760      357.919      104.291
      367        1.276        4.806            0      316.835      382.932      107.932
      368        1.298        4.883            0      317.897      346.893      104.387
      369        1.309        4.817            0      318.026      364.832      106.113
      370        1.307        4.791            0      318.418      377.344      109.656
      371        1.302        4.795            0      317.724      371.994      109.412
      372        1.096        4.847            0      319.268      382.735      109.588
      373        1.174        4.765            0      316.745      390.854      107.707
      374        0.922        4.733            0      313.929      382.594      104.929
      375        1.338        4.784            0      316.455      375.634      106.883
      376        1.276        4.784            0      317.006      383.246      106.091
      377        1.211        4.804            0      317.452      372.163      107.592
      378        1.179        4.756            0      318.398      385.796      108.819
      379        1.185        4.789            0      319.616      390.541      111.685
      380        1.169        4.732            0      316.778      374.485      107.192
      381        1.129        4.781            0      315.636      375.970      104.946
      382        1.265        4.801            0      318.391      381.154      106.396
      383        1.136        4.813            0      316.822      375.399      106.917
      384        1.231        4.844            0      316.317      376.961       99.739
      385        1.218        4.792            0      317.553      375.479      103.837
      386        1.201        4.749            0      315.419      346.777      107.301
      387        1.294        4.798            0      321.499      383.969      110.289
      388        1.312        4.753            0      314.464      349.191      104.967
      389        1.194        4.840            0      318.111      370.795      106.406
      390        1.306        4.816            0      319.208      351.643      106.939
      391        1.336        4.803            0      318.476      364.802      107.058
      392        1.281        4.767            0      317.079      364.119      106.967
      393        1.245        4.751            0      317.310      373.604      105.345
      394        1.212        4.756            0      317.562      368.185      108.595
      395        1.321        4.794            0      317.328      379.664      106.138
      396        1.207        4.845            0      317.793      363.495      106.910
      397        1.243        4.805            0      317.823      374.983      105.484
      398        1.311        4.764            0      315.573      378.234      102.733
      399        1.127        4.823            0      318.965      372.624      110.457
      400        1.200        4.813            0      319.354      354.709      110.088
      401        1.323        4.841            0      317.313      365.760      108.525
      402        1.233        4.825            0      318.592      356.364      111.183
      403        1.210        4.835            0      317.365      350.671      103.611
      404        1.091        4.785            0      316.823      347.384      107.772
      405        1.154        4.747            0      315.294      362.286      105.732
      406        1.216        4.821            0      317.556      371.426      103.381
      407        1.159        4.746            0      316.601      361.542      106.730
      408        1.293        4.802            0      315.293      357.072      103.124
      409        1.326        4.815            0      318.007      358.320      105.877
      410        1.243        4.834            0      318.092      384.533      107.561
      411        1.338        4.877            0      318.892      358.734      108.856
      412        1.145        4.762            0      317.199      344.073      105.100
      413        1.042        4.795            0      317.927      375.066      107.932
      414        1.309        4.753            0      319.140      374.639      108.318
      415        1.240        4.816            0      318.713      363.295      110.563
      416        1.255        4.774            0      319.284      394.939      109.849
      417        1.427        4.858            0      320.375      356.748      108.170
      418        1.188        4.777            0      318.977      370.791      110.391
      419        1.217        4.792            0      316.675      384.141      104.455
      420        1.294        4.811            0      320.587      362.716      108.681
      421        1.192        4.809            0      317.819      371.208      107.110
      422        1.085        4.787            0      317.131      361.316      108.945
      423        1.074        4.827            0      317.319      372.963      106.060
      424        1.171        4.827            0      317.731      362.355      105.084
      425        1.354        4.783            0      317.639      365.809      106.166
      426        1.213        4.799            0      319.666      375.373      107.793
      427        1.467        4.744            0      316.191      346.527      106.973
      428        1.123        4.767            0      315.906      360.205      109.805
      429        0.971        4.802            0      317.945      381.177      109.916
      430        1.164        4.838            0      317.583      380.767      102.583
      431        1.229        4.818            0      316.688      371.408      107.605
      432        1.131        4.805            0      318.006      352.138      106.371
      433        1.225        4.825            0      318.238      378.379      106.344
      434        1.210        4.828            0      318.162      381.521      107.196
      435        1.096        4.842            0      319.126      389.069      109.649
      436        1.351        4.799            0      315.527      381.663      102.547
      437        1.353        4.754            0      315.743      392.699      102.911
      438        1.229        4.847            0      318.925      391.887      111.487
      439        1.309        4.880            0      319.844      363.169      108.587
      440        1.308        4.801            0      318.887      376.411      107.134
      441        1.260        4.758            0      314.726      369.392      104.872
      442        1.104        4.785            0      319.067      354.881      109.592
      443        1.199        4.840            0      317.485      342.644      104.430
      444        1.161        4.824            0      318.729      341.684      110.056
      445        1.310        4.769            0      315.949      348.538      103.643
      446        1.219        4.741            0      314.283      369.961      104.327
      447        1.354        4.747            0      314.667      371.788      105.878
      448        1.074        4.823            0      318.315      379.491      103.461
      449        1.273        4.776            0      315.410      368.447      105.237
      450        1.289        4.773            0      316.797      364.071      109.066
      451        1.259        4.819            0      316.186      368.063      108.700
      452        1.053        4.778            0      317.204      355.246      106.592
      453        1.211        4.793            0      317.129      356.772      108.604
      454        1.328        4.802            0      318.245      353.330      106.526
      455        1.207        4.813            0      317.227      356.013      109.327
      456        1.352        4.803            0      318.881      362.148      106.977
      457        1.275        4.786            0      318.551      372.733      105.239
      458        1.142        4.735            0      314.012      372.600      102.609
      459        0.944        4.759            0      316.514      384.069      104.590
      460        1.294        4.802            0      318.282      374.582      106.645
      461        1.399        4.777            0      319.212      382.522      106.897
      462        1.380        4.807            0      319.965      369.888      110.604
      463        1.155        4.863            0      319.480      365.692      108.809
      464        1.194        4.815            0      317.419      381.934      105.501
